,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,1,,,,,,,,,,,,,,,,,,,,21,,,1,,,,,,,,,,,,,,,,,,,,,,21,,,1,,,,,,,,,,,,,,,,,,,,,,,,21,,,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,1,1,1,,,1,1,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,,1,1,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,1,,,,,,,,,,,,,,,,,,21,,,1,,,,,,,,,,,,,,,,,,,,21,,,1,,,,,,,,,,,,,,,,,,,,,,21,,,1,,,,,,,,,,,,,,,,,,,,,,,,21,,,1,,,,,,,,,,,,,,,,,
,,,,,,,,,1,,,1,1,,,,,,,,,,,,,1,1,1,,,1,1,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,,,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,,,,,,,,,,,3,3,3,3,3,3
,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
,,,,,,,,,,,21,,,1,,,,,,,,,,,,,,,,21,,,1,,,,,,,,,,,,,,,,,,21,,,1,,,,,,,,,,,,,,,,,,,,21,,,1,,,,,,,,,,,,,,,,,,,,,,21,,,1,,,,,,,,,,,,,,,,,,,,,,,,21,,,1,,,,,,,,,,,3,,,,,
,,,,,,,,1,1,1,,,1,1,,,,,,,,,,,1,1,1,1,1,,,1,1,,,,,,,,,,,1,1,1,1,1,1,1,,,1,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,1,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,,,,,,,,,,3,,,,,
,,,,,,,,1,,,60,60,,,,,,,,,,,,,1,,,,,60,60,,,,,,,,,,,,,1,,,,,,,61,61,,,,,,,,,,,,,1,,,,,,,,,61,61,,,,,,,,,,,,,1,,,,,,,,,,,62,62,,,,,,,,,,,,,1,,,,,,,,,,,,,62,62,,,,,,,,,,,,,3,,,,,
,,20,,,,,,,,,60,60,,,,,33,33,,,33,33,,,,,,,,60,60,,,,,33,33,,,33,33,,,,,,,,,,61,61,,,,,33,33,,,33,33,,,,,,,,,,,,61,61,,,,,33,33,,,33,33,,,,,,,,,,,,,,62,62,,,,,33,33,,,33,33,,,,,,,,,,,,,,,,62,62,,,,,33,33,,,33,33,,,3,,,99,,
1,1,1,1,1,1,1,1,,,,1,1,,,1,1,1,1,1,1,1,1,1,1,,,,,,1,1,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,1,1,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,1,1,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
